_id,pubchem_cid,pubchem_sid,inchikey,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
UMLS:C3203102,,347911284,,sotatercept,,Treatment of pulmonary arterial hypertension,C3203102,PULMONARY ARTERIAL HYPERTENSION,09/05/2019,Designated,Not FDA Approved for Orphan Indication,,,,,Acceleron Pharma Inc.|128 Sidney Street|Cambridge|Massachusetts|2139|United States
UMLS:C3203102,,160698801,,sotatercept,,Treatment of pulmonary arterial hypertension,C3203102,PULMONARY ARTERIAL HYPERTENSION,09/05/2019,Designated,Not FDA Approved for Orphan Indication,,,,,Acceleron Pharma Inc.|128 Sidney Street|Cambridge|Massachusetts|2139|United States
UMLS:C3203102,,135278235,,sotatercept,,Treatment of pulmonary arterial hypertension,C3203102,PULMONARY ARTERIAL HYPERTENSION,09/05/2019,Designated,Not FDA Approved for Orphan Indication,,,,,Acceleron Pharma Inc.|128 Sidney Street|Cambridge|Massachusetts|2139|United States
UMLS:C0026764,,440806798,,daratumumab,Darzalex,Treatment of multiple myeloma,C0026764,Multiple Myeloma,05/06/2013,Designated/Approved,,"DARZALEX is indicated in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy; and as monotherapy, for the treatment of patients with multiple myeloma who have received at least three prior lines of therapy including a proteasome inhibitor (PI) and an immunomodulatory agent or who are double-refractory to a PI and an immunomodulatory agent.", 11/21/2016 , 11/21/2023 ,"DARZALEX in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy.","Janssen Biotech, Inc.|920 Route 202 South|PO Box 300|Raritan|New Jersey|8869|United States"
UMLS:C0026764,,387060189,,daratumumab,Darzalex,Treatment of multiple myeloma,C0026764,Multiple Myeloma,05/06/2013,Designated/Approved,,"DARZALEX is indicated in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy; and as monotherapy, for the treatment of patients with multiple myeloma who have received at least three prior lines of therapy including a proteasome inhibitor (PI) and an immunomodulatory agent or who are double-refractory to a PI and an immunomodulatory agent.", 11/21/2016 , 11/21/2023 ,"DARZALEX in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy.","Janssen Biotech, Inc.|920 Route 202 South|PO Box 300|Raritan|New Jersey|8869|United States"
UMLS:C0026764,,354355058,,daratumumab,Darzalex,Treatment of multiple myeloma,C0026764,Multiple Myeloma,05/06/2013,Designated/Approved,,"DARZALEX is indicated in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy; and as monotherapy, for the treatment of patients with multiple myeloma who have received at least three prior lines of therapy including a proteasome inhibitor (PI) and an immunomodulatory agent or who are double-refractory to a PI and an immunomodulatory agent.", 11/21/2016 , 11/21/2023 ,"DARZALEX in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy.","Janssen Biotech, Inc.|920 Route 202 South|PO Box 300|Raritan|New Jersey|8869|United States"
UMLS:C0026764,,347910441,,daratumumab,Darzalex,Treatment of multiple myeloma,C0026764,Multiple Myeloma,05/06/2013,Designated/Approved,,"DARZALEX is indicated in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy; and as monotherapy, for the treatment of patients with multiple myeloma who have received at least three prior lines of therapy including a proteasome inhibitor (PI) and an immunomodulatory agent or who are double-refractory to a PI and an immunomodulatory agent.", 11/21/2016 , 11/21/2023 ,"DARZALEX in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy.","Janssen Biotech, Inc.|920 Route 202 South|PO Box 300|Raritan|New Jersey|8869|United States"
UMLS:C0026764,,178103967,,daratumumab,Darzalex,Treatment of multiple myeloma,C0026764,Multiple Myeloma,05/06/2013,Designated/Approved,,"DARZALEX is indicated in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy; and as monotherapy, for the treatment of patients with multiple myeloma who have received at least three prior lines of therapy including a proteasome inhibitor (PI) and an immunomodulatory agent or who are double-refractory to a PI and an immunomodulatory agent.", 11/21/2016 , 11/21/2023 ,"DARZALEX in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy.","Janssen Biotech, Inc.|920 Route 202 South|PO Box 300|Raritan|New Jersey|8869|United States"
UMLS:C0026764,,160671954,,daratumumab,Darzalex,Treatment of multiple myeloma,C0026764,Multiple Myeloma,05/06/2013,Designated/Approved,,"DARZALEX is indicated in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy; and as monotherapy, for the treatment of patients with multiple myeloma who have received at least three prior lines of therapy including a proteasome inhibitor (PI) and an immunomodulatory agent or who are double-refractory to a PI and an immunomodulatory agent.", 11/21/2016 , 11/21/2023 ,"DARZALEX in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy.","Janssen Biotech, Inc.|920 Route 202 South|PO Box 300|Raritan|New Jersey|8869|United States"
UMLS:C0026764,,135304352,,daratumumab,Darzalex,Treatment of multiple myeloma,C0026764,Multiple Myeloma,05/06/2013,Designated/Approved,,"DARZALEX is indicated in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy; and as monotherapy, for the treatment of patients with multiple myeloma who have received at least three prior lines of therapy including a proteasome inhibitor (PI) and an immunomodulatory agent or who are double-refractory to a PI and an immunomodulatory agent.", 11/21/2016 , 11/21/2023 ,"DARZALEX in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of patients with multiple myeloma who have received at least one prior therapy.","Janssen Biotech, Inc.|920 Route 202 South|PO Box 300|Raritan|New Jersey|8869|United States"
UMLS:C0019061,,440790757,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,404609547,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,387060186,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,354355052,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,329976982,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,178103466,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,135288438,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,103771526,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,50070199,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019061,,46505429,,eculizumab,,Treatment of Shiga-Toxin producing escherichia coli hemolytic uremic syndrome,C0019061,HEMOLYTIC UREMIC SYNDROME,10/18/2011,Designated,Not FDA Approved for Orphan Indication,,,,,"Alexion Pharmaceuticals, Inc.|121 Seaport Boulevard|Boston|Massachusetts|2210|United States"
UMLS:C0019069,,404771395,,emicizumab-kxwh,Hemlibra,Treatment of hemophilia A,C0019069,Hemophilia A,01/10/2014,Designated/Approved,,HEMLIBRA is indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients ages newborn and older with hemophilia A (congenital factor VIII deficiency) with or without factor VIII inhibitors., 10/04/2018 , 10/04/2025 ,HEMLIBRA is indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients ages newborn and older with hemophilia A (congenital factor VIII deficiency) without factor VIII inhibitors.,Genentech|1 DNA Way|MS 355e|South San Francisco|California|94080|United States
UMLS:C0019069,,381127716,,emicizumab-kxwh,Hemlibra,Treatment of hemophilia A,C0019069,Hemophilia A,01/10/2014,Designated/Approved,,HEMLIBRA is indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients ages newborn and older with hemophilia A (congenital factor VIII deficiency) with or without factor VIII inhibitors., 10/04/2018 , 10/04/2025 ,HEMLIBRA is indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients ages newborn and older with hemophilia A (congenital factor VIII deficiency) without factor VIII inhibitors.,Genentech|1 DNA Way|MS 355e|South San Francisco|California|94080|United States
UMLS:C0019069,,354702217,,emicizumab-kxwh,Hemlibra,Treatment of hemophilia A,C0019069,Hemophilia A,01/10/2014,Designated/Approved,,HEMLIBRA is indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients ages newborn and older with hemophilia A (congenital factor VIII deficiency) with or without factor VIII inhibitors., 10/04/2018 , 10/04/2025 ,HEMLIBRA is indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in adult and pediatric patients ages newborn and older with hemophilia A (congenital factor VIII deficiency) without factor VIII inhibitors.,Genentech|1 DNA Way|MS 355e|South San Francisco|California|94080|United States
UMLS:C0008312,,381127748,,Engineered variant of recombinant human fibroblast growth factor 19,,Treatment of primary biliary cirrhosis,C0008312,Primary Biliary Cirrhosis,02/06/2014,Designated,Not FDA Approved for Orphan Indication,,,,,"NGM Biopharmaceuticals, Inc.|630 Gateway Blvd|South San Francisco|California|94080|United States"
UMLS:C0026896,,135324553,,immune globulin (human),,Treatment of Myasthenia Gravis,C0026896,Myasthenia Gravis,12/12/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"Grifols Therapeutics, Inc.|79 TW Alexander Drive|Research Triangle Park|North Carolina|27709|United States"
UMLS:C0026896,,103771318,,immune globulin (human),,Treatment of Myasthenia Gravis,C0026896,Myasthenia Gravis,12/12/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"Grifols Therapeutics, Inc.|79 TW Alexander Drive|Research Triangle Park|North Carolina|27709|United States"
UMLS:C0026896,,46508774,,immune globulin (human),,Treatment of Myasthenia Gravis,C0026896,Myasthenia Gravis,12/12/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"Grifols Therapeutics, Inc.|79 TW Alexander Drive|Research Triangle Park|North Carolina|27709|United States"
UMLS:C0025500,,404770335,,pegargiminase,,Treatment of mesothelioma.,C0025500,Mesothelioma,07/21/2014,Designated,Not FDA Approved for Orphan Indication,,,,,"Polaris Group|Polaris Pharmaceuticals, Inc.|9373 Town Centre Dr., Suite 150|San Diego|California|92121|United States"
UMLS:C0025500,,381127242,,pegargiminase,,Treatment of mesothelioma.,C0025500,Mesothelioma,07/21/2014,Designated,Not FDA Approved for Orphan Indication,,,,,"Polaris Group|Polaris Pharmaceuticals, Inc.|9373 Town Centre Dr., Suite 150|San Diego|California|92121|United States"
UMLS:C0025500,,194189083,,pegargiminase,,Treatment of mesothelioma.,C0025500,Mesothelioma,07/21/2014,Designated,Not FDA Approved for Orphan Indication,,,,,"Polaris Group|Polaris Pharmaceuticals, Inc.|9373 Town Centre Dr., Suite 150|San Diego|California|92121|United States"
UMLS:C4721610,,381127197,,pelareorep,,Treatment of ovarian cancer,C4721610,Ovarian Cancer,02/10/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Oncolytics Biotech, Inc.|210, 1167 Kensington Crescent NW|Calgary|Canada"
UMLS:C4721610,,312467919,,pelareorep,,Treatment of ovarian cancer,C4721610,Ovarian Cancer,02/10/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Oncolytics Biotech, Inc.|210, 1167 Kensington Crescent NW|Calgary|Canada"
UMLS:C0033680,,404772651,,pozelimab,,Treatment of CD55-deficient protein-losing enteropathy,C0033680,Protein-Losing Enteropathy,04/13/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Regeneron Pharamecuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0033680,,404719659,,pozelimab,,Treatment of CD55-deficient protein-losing enteropathy,C0033680,Protein-Losing Enteropathy,04/13/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Regeneron Pharamecuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0033680,,377483950,,pozelimab,,Treatment of CD55-deficient protein-losing enteropathy,C0033680,Protein-Losing Enteropathy,04/13/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Regeneron Pharamecuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0004589,,349127786,,raxibacumab,ABthraxTM,Treatment of anthrax,C0004589,anthrax,11/12/2003,Designated/Approved,,"Treatment of inhalation anthrax due to Bacillus anthracis in combination with appropriate antibacterial drugs,", 12/14/2012 , 12/14/2019 ,,"Human Genome Sciences, Inc.|14200 Shady Grove Road|Rockville|Maryland|20850|United States"
UMLS:C0004589,,347910384,,raxibacumab,ABthraxTM,Treatment of anthrax,C0004589,anthrax,11/12/2003,Designated/Approved,,"Treatment of inhalation anthrax due to Bacillus anthracis in combination with appropriate antibacterial drugs,", 12/14/2012 , 12/14/2019 ,,"Human Genome Sciences, Inc.|14200 Shady Grove Road|Rockville|Maryland|20850|United States"
UMLS:C0004589,,160687615,,raxibacumab,ABthraxTM,Treatment of anthrax,C0004589,anthrax,11/12/2003,Designated/Approved,,"Treatment of inhalation anthrax due to Bacillus anthracis in combination with appropriate antibacterial drugs,", 12/14/2012 , 12/14/2019 ,,"Human Genome Sciences, Inc.|14200 Shady Grove Road|Rockville|Maryland|20850|United States"
UMLS:C0004589,,135308664,,raxibacumab,ABthraxTM,Treatment of anthrax,C0004589,anthrax,11/12/2003,Designated/Approved,,"Treatment of inhalation anthrax due to Bacillus anthracis in combination with appropriate antibacterial drugs,", 12/14/2012 , 12/14/2019 ,,"Human Genome Sciences, Inc.|14200 Shady Grove Road|Rockville|Maryland|20850|United States"
UMLS:C0080040,,135288879,,Recombinant human insulin-like growth factor-I,,Treatment of post-poliomyelitis syndrome.,C0080040,Post-Poliomyelitis Syndrome,10/13/1995,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Teva Branded Pharmaceutical Product R&D, Inc.|41 Moores Road|Frazer|Pennsylvania|19355|United States"
UMLS:C0740394,,135272107,,Recombinant urate oxidase,,Prophylaxis of chemotherapy-induced hyperuricemia.,C0740394,Hyperuricemia,10/11/2000,Designated,Not FDA Approved for Orphan Indication,,,,,Sanofi-Synthelabo Research|9 Great Valley Parkway|Malvern|Pennsylvania|19355|United States
UMLS:C0740394,,50067710,,Recombinant urate oxidase,,Prophylaxis of chemotherapy-induced hyperuricemia.,C0740394,Hyperuricemia,10/11/2000,Designated,Not FDA Approved for Orphan Indication,,,,,Sanofi-Synthelabo Research|9 Great Valley Parkway|Malvern|Pennsylvania|19355|United States
UMLS:C0398691,,440790483,,canakinumab,ILARIS,Treatment of hyperimmunoglobulinemia D and periodic fever syndrome,C0398691,Hyperimmunoglobulinemia D And Periodic Fever Syndrome,12/05/2013,Designated/Approved,,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients, 09/23/2016 , 09/23/2023 ,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients,Novartis Pharmaceuticals Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UMLS:C0398691,,381124993,,canakinumab,ILARIS,Treatment of hyperimmunoglobulinemia D and periodic fever syndrome,C0398691,Hyperimmunoglobulinemia D And Periodic Fever Syndrome,12/05/2013,Designated/Approved,,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients, 09/23/2016 , 09/23/2023 ,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients,Novartis Pharmaceuticals Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UMLS:C0398691,,381124992,,canakinumab,ILARIS,Treatment of hyperimmunoglobulinemia D and periodic fever syndrome,C0398691,Hyperimmunoglobulinemia D And Periodic Fever Syndrome,12/05/2013,Designated/Approved,,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients, 09/23/2016 , 09/23/2023 ,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients,Novartis Pharmaceuticals Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UMLS:C0398691,,347910340,,canakinumab,ILARIS,Treatment of hyperimmunoglobulinemia D and periodic fever syndrome,C0398691,Hyperimmunoglobulinemia D And Periodic Fever Syndrome,12/05/2013,Designated/Approved,,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients, 09/23/2016 , 09/23/2023 ,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients,Novartis Pharmaceuticals Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UMLS:C0398691,,329976978,,canakinumab,ILARIS,Treatment of hyperimmunoglobulinemia D and periodic fever syndrome,C0398691,Hyperimmunoglobulinemia D And Periodic Fever Syndrome,12/05/2013,Designated/Approved,,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients, 09/23/2016 , 09/23/2023 ,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients,Novartis Pharmaceuticals Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UMLS:C0398691,,178103379,,canakinumab,ILARIS,Treatment of hyperimmunoglobulinemia D and periodic fever syndrome,C0398691,Hyperimmunoglobulinemia D And Periodic Fever Syndrome,12/05/2013,Designated/Approved,,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients, 09/23/2016 , 09/23/2023 ,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients,Novartis Pharmaceuticals Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UMLS:C0398691,,135332926,,canakinumab,ILARIS,Treatment of hyperimmunoglobulinemia D and periodic fever syndrome,C0398691,Hyperimmunoglobulinemia D And Periodic Fever Syndrome,12/05/2013,Designated/Approved,,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients, 09/23/2016 , 09/23/2023 ,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients,Novartis Pharmaceuticals Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UMLS:C0398691,,103771532,,canakinumab,ILARIS,Treatment of hyperimmunoglobulinemia D and periodic fever syndrome,C0398691,Hyperimmunoglobulinemia D And Periodic Fever Syndrome,12/05/2013,Designated/Approved,,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients, 09/23/2016 , 09/23/2023 ,Indicated for Hyperimmunoglobulin D Syndrome (HIDS)/Mevalonate Kinase Deficiency (MKD) in adult and pediatric patients,Novartis Pharmaceuticals Corporation|One Health Plaza|East Hanover|New Jersey|7936|United States
UMLS:C0007129,,440235304,,cavrotolimod,,Treatment of merkel cell carcinoma,C0007129,Merkel cell carcinoma,03/02/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Exicure, Inc.|2430 N. Halsted Street, 4th Floor|Chicago|Illinois|60614|United States"
UMLS:C0235974,,438569805,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,386974820,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,355256567,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276501,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276500,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276499,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276498,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276497,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276496,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276494,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276493,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,348276492,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,272905041,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,268737906,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,254788936,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,252215122,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,175442953,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,170474130,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,103405507,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,92303614,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,81058765,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
UMLS:C0235974,,53788801,,ceramide,,Treatment of Pancreatic Cancer,C0235974,PANCREATIC CANCER,11/13/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Keystone Nano, Inc.|1981 Pine Hall Road|State College|Pennsylvania|16801|United States"
