_id,pubchem_cid,pubchem_sid,inchi_key,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
YZBLFMPOMVTDJY-UHFFFAOYSA-N,72728820,"50148781, 135023246, 160708567, 162189417, 210279853, 210282176, 223382405, 223404330, 254759486, 313053748, 316906873, 319339599, 319454334, 319555731, 340511480, 341160701, 341853248, 348571309, 349975902, 354270877, 355038422, 363592760, 374369285, 384416946, 387182689, 404638779, 404764010, 404770647, 419535562, 434131383, 438482567, 438644826, 440064897, 144076417, 144206644, 144206940, 223860379, 274170857, 312693484, 315677761, 319363249, 329592022, 354270234, 374050436, 375577976, 376226723, 387182686, 426149772, 434300116, 438485490, 50064181, 50148780, 126682727, 319335285, 382153499, 387182685, 162251058, 312659008, 313086584, 316967306, 319409137, 319413956, 336446203, 375684286, 381745166, 405430512, 426146847, 439977184, 50148779, 223434721, 250134784, 252451489, 319417967, 319422959, 385641193, 386635459, 50064845, 87692394, 319373515, 319423182, 350089079, 364196126, 375590462, 428402230, 438638055, 441073495",YZBLFMPOMVTDJY-UHFFFAOYSA-N,moxidectin,,Treatment of onchocerciasis volvulus in children and adults,"C0029001,C0042961","Onchocerciasis , Volvulus",09/29/2010,Designated/Approved,,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older, 06/13/2018 , 06/13/2025 ,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older,"Medicines Development Limited|Level 1, 18 Kevanagh Street|Southbank VIC 3006|Melbourne|Australia"
YZBLFMPOMVTDJY-RWJZGKSFSA-N,71312368,"50148781, 135023246, 160708567, 162189417, 210279853, 210282176, 223382405, 223404330, 254759486, 313053748, 316906873, 319339599, 319454334, 319555731, 340511480, 341160701, 341853248, 348571309, 349975902, 354270877, 355038422, 363592760, 374369285, 384416946, 387182689, 404638779, 404764010, 404770647, 419535562, 434131383, 438482567, 438644826, 440064897, 144076417, 144206644, 144206940, 223860379, 274170857, 312693484, 315677761, 319363249, 329592022, 354270234, 374050436, 375577976, 376226723, 387182686, 426149772, 434300116, 438485490, 50064181, 50148780, 126682727, 319335285, 382153499, 387182685, 162251058, 312659008, 313086584, 316967306, 319409137, 319413956, 336446203, 375684286, 381745166, 405430512, 426146847, 439977184, 50148779, 223434721, 250134784, 252451489, 319417967, 319422959, 385641193, 386635459, 50064845, 87692394, 319373515, 319423182, 350089079, 364196126, 375590462, 428402230, 438638055, 441073495",YZBLFMPOMVTDJY-RWJZGKSFSA-N,moxidectin,,Treatment of onchocerciasis volvulus in children and adults,"C0029001,C0042961","Onchocerciasis , Volvulus",09/29/2010,Designated/Approved,,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older, 06/13/2018 , 06/13/2025 ,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older,"Medicines Development Limited|Level 1, 18 Kevanagh Street|Southbank VIC 3006|Melbourne|Australia"
YZBLFMPOMVTDJY-DSNUORPKSA-N,6436009,"50148781, 135023246, 160708567, 162189417, 210279853, 210282176, 223382405, 223404330, 254759486, 313053748, 316906873, 319339599, 319454334, 319555731, 340511480, 341160701, 341853248, 348571309, 349975902, 354270877, 355038422, 363592760, 374369285, 384416946, 387182689, 404638779, 404764010, 404770647, 419535562, 434131383, 438482567, 438644826, 440064897, 144076417, 144206644, 144206940, 223860379, 274170857, 312693484, 315677761, 319363249, 329592022, 354270234, 374050436, 375577976, 376226723, 387182686, 426149772, 434300116, 438485490, 50064181, 50148780, 126682727, 319335285, 382153499, 387182685, 162251058, 312659008, 313086584, 316967306, 319409137, 319413956, 336446203, 375684286, 381745166, 405430512, 426146847, 439977184, 50148779, 223434721, 250134784, 252451489, 319417967, 319422959, 385641193, 386635459, 50064845, 87692394, 319373515, 319423182, 350089079, 364196126, 375590462, 428402230, 438638055, 441073495",YZBLFMPOMVTDJY-DSNUORPKSA-N,moxidectin,,Treatment of onchocerciasis volvulus in children and adults,"C0029001,C0042961","Onchocerciasis , Volvulus",09/29/2010,Designated/Approved,,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older, 06/13/2018 , 06/13/2025 ,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older,"Medicines Development Limited|Level 1, 18 Kevanagh Street|Southbank VIC 3006|Melbourne|Australia"
YZBLFMPOMVTDJY-BFPKLJSTSA-N,9571036,"50148781, 135023246, 160708567, 162189417, 210279853, 210282176, 223382405, 223404330, 254759486, 313053748, 316906873, 319339599, 319454334, 319555731, 340511480, 341160701, 341853248, 348571309, 349975902, 354270877, 355038422, 363592760, 374369285, 384416946, 387182689, 404638779, 404764010, 404770647, 419535562, 434131383, 438482567, 438644826, 440064897, 144076417, 144206644, 144206940, 223860379, 274170857, 312693484, 315677761, 319363249, 329592022, 354270234, 374050436, 375577976, 376226723, 387182686, 426149772, 434300116, 438485490, 50064181, 50148780, 126682727, 319335285, 382153499, 387182685, 162251058, 312659008, 313086584, 316967306, 319409137, 319413956, 336446203, 375684286, 381745166, 405430512, 426146847, 439977184, 50148779, 223434721, 250134784, 252451489, 319417967, 319422959, 385641193, 386635459, 50064845, 87692394, 319373515, 319423182, 350089079, 364196126, 375590462, 428402230, 438638055, 441073495",YZBLFMPOMVTDJY-BFPKLJSTSA-N,moxidectin,,Treatment of onchocerciasis volvulus in children and adults,"C0029001,C0042961","Onchocerciasis , Volvulus",09/29/2010,Designated/Approved,,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older, 06/13/2018 , 06/13/2025 ,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older,"Medicines Development Limited|Level 1, 18 Kevanagh Street|Southbank VIC 3006|Melbourne|Australia"
YZBLFMPOMVTDJY-CBYMMZEQSA-N,16760141,"50148781, 135023246, 160708567, 162189417, 210279853, 210282176, 223382405, 223404330, 254759486, 313053748, 316906873, 319339599, 319454334, 319555731, 340511480, 341160701, 341853248, 348571309, 349975902, 354270877, 355038422, 363592760, 374369285, 384416946, 387182689, 404638779, 404764010, 404770647, 419535562, 434131383, 438482567, 438644826, 440064897, 144076417, 144206644, 144206940, 223860379, 274170857, 312693484, 315677761, 319363249, 329592022, 354270234, 374050436, 375577976, 376226723, 387182686, 426149772, 434300116, 438485490, 50064181, 50148780, 126682727, 319335285, 382153499, 387182685, 162251058, 312659008, 313086584, 316967306, 319409137, 319413956, 336446203, 375684286, 381745166, 405430512, 426146847, 439977184, 50148779, 223434721, 250134784, 252451489, 319417967, 319422959, 385641193, 386635459, 50064845, 87692394, 319373515, 319423182, 350089079, 364196126, 375590462, 428402230, 438638055, 441073495",YZBLFMPOMVTDJY-CBYMMZEQSA-N,moxidectin,,Treatment of onchocerciasis volvulus in children and adults,"C0029001,C0042961","Onchocerciasis , Volvulus",09/29/2010,Designated/Approved,,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older, 06/13/2018 , 06/13/2025 ,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older,"Medicines Development Limited|Level 1, 18 Kevanagh Street|Southbank VIC 3006|Melbourne|Australia"
YZBLFMPOMVTDJY-LSGXYNIPSA-N,9832912,"50148781, 135023246, 160708567, 162189417, 210279853, 210282176, 223382405, 223404330, 254759486, 313053748, 316906873, 319339599, 319454334, 319555731, 340511480, 341160701, 341853248, 348571309, 349975902, 354270877, 355038422, 363592760, 374369285, 384416946, 387182689, 404638779, 404764010, 404770647, 419535562, 434131383, 438482567, 438644826, 440064897, 144076417, 144206644, 144206940, 223860379, 274170857, 312693484, 315677761, 319363249, 329592022, 354270234, 374050436, 375577976, 376226723, 387182686, 426149772, 434300116, 438485490, 50064181, 50148780, 126682727, 319335285, 382153499, 387182685, 162251058, 312659008, 313086584, 316967306, 319409137, 319413956, 336446203, 375684286, 381745166, 405430512, 426146847, 439977184, 50148779, 223434721, 250134784, 252451489, 319417967, 319422959, 385641193, 386635459, 50064845, 87692394, 319373515, 319423182, 350089079, 364196126, 375590462, 428402230, 438638055, 441073495",YZBLFMPOMVTDJY-LSGXYNIPSA-N,moxidectin,,Treatment of onchocerciasis volvulus in children and adults,"C0029001,C0042961","Onchocerciasis , Volvulus",09/29/2010,Designated/Approved,,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older, 06/13/2018 , 06/13/2025 ,Moxidectin Tablets are indicated for the treatment of onchocerciasis due to Onchocerca volvulus in patients aged 12 years and older,"Medicines Development Limited|Level 1, 18 Kevanagh Street|Southbank VIC 3006|Melbourne|Australia"
CDAISMWEOUEBRE-UHFFFAOYSA-N,892,"2958, 3437, 99187, 474354, 606061, 7888419, 8138252, 8141702, 8145718, 10537350, 11528410, 14720292, 26758950, 49747860, 56320735, 56324719, 81044580, 81049160, 87571447, 92297727, 111677723, 127323202, 127323203, 134971863, 144080903, 144080923, 144205195, 144212352, 162088452, 163687896, 164227553, 170465541, 175443068, 176322781, 178101223, 249936017, 310277355, 312234537, 312616066, 312695799, 315445602, 316394614, 316538304, 318161341, 318692699, 347829280, 347914857, 347956759, 348274319, 349978048, 363602892, 363663929, 363904695, 374223605, 375079406, 375659788, 376012973, 381142290, 381335098, 384251602, 384436580, 385782476, 385857275, 385889917, 386209514, 386393321, 386619230, 387021651, 387078356, 404753957, 406545713, 433711600, 433774972, 433775139, 434300706, 438483647, 438616833, 385887809",CDAISMWEOUEBRE-UHFFFAOYSA-N,myo-inositol,,Prevention of retinopathy of prematurity in preterm infants at risk for developing retinopathy of prematurity,C0035344,Retinopathy of Prematurity,04/07/2005,Designated,Not FDA Approved for Orphan Indication,,,,,Abbott Nutrition|Abbott Laboratories|625 Cleveland Ave.|Columbus|Ohio|43215|United States
PWKSKIMOESPYIA-BYPYZUCNSA-N,12035,"8144902, 12013391, 48413148, 48422870, 49856254, 53790587, 56310757, 56311342, 56311343, 56311724, 56314540, 92714687, 99443235, 126623942, 126655263, 134978062, 136348796, 160967850, 174478612, 184818743, 196106914, 223741118, 249926182, 275228731, 318160103, 319070271, 321939574, 342398324, 347912801, 348275440, 349974913, 387141259, 404834430, 433777488, 409483, 85083256, 124994937, 125321798, 315683346, 341139678, 386304089, 387141261, 127268235, 127268236, 223710691",PWKSKIMOESPYIA-BYPYZUCNSA-N,N-acetylcysteine,,Treatment of apnea of prematurity,C0475715,Apnea of prematurity,10/21/2010,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Galleon Pharmaceuticals|213 Witmer Road|Horsham|Pennsylvania|19044|United States
OVRNDRQMDRJTHS-UHFFFAOYSA-N,899,"2963, 26744178, 50066970, 85165041, 103583176, 175442600, 318163725, 319079334, 341174594, 355196057, 355433722, 419546193, 433777491, 433777492, 433778019, 433948707, 46509139, 134988176, 251887928, 275081889, 315681513, 319246182, 363907303, 387122393, 404640271, 438473196, 26701755, 144204897, 223829345, 319221625, 341139842, 348274323, 349980217, 375659836, 405234683, 471655, 481760, 249901608, 319219218, 176258371, 387215745, 53790128, 319393207",OVRNDRQMDRJTHS-UHFFFAOYSA-N,N-Acetylglucosamine,,Treatment for Duchenne Muscular Dystrophy,C0013264,DUCHENNE MUSCULAR DYSTROPHY,09/23/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Wellesley Therapeutics, Inc.|200 Gerrard St., East|Toronto|Ontario|M5A 2E6|Canada"
OVRNDRQMDRJTHS-RTRLPJTCSA-N,439174,"2963, 26744178, 50066970, 85165041, 103583176, 175442600, 318163725, 319079334, 341174594, 355196057, 355433722, 419546193, 433777491, 433777492, 433778019, 433948707, 46509139, 134988176, 251887928, 275081889, 315681513, 319246182, 363907303, 387122393, 404640271, 438473196, 26701755, 144204897, 223829345, 319221625, 341139842, 348274323, 349980217, 375659836, 405234683, 471655, 481760, 249901608, 319219218, 176258371, 387215745, 53790128, 319393207",OVRNDRQMDRJTHS-RTRLPJTCSA-N,N-Acetylglucosamine,,Treatment for Duchenne Muscular Dystrophy,C0013264,DUCHENNE MUSCULAR DYSTROPHY,09/23/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Wellesley Therapeutics, Inc.|200 Gerrard St., East|Toronto|Ontario|M5A 2E6|Canada"
OVRNDRQMDRJTHS-FMDGEEDCSA-N,24139,"2963, 26744178, 50066970, 85165041, 103583176, 175442600, 318163725, 319079334, 341174594, 355196057, 355433722, 419546193, 433777491, 433777492, 433778019, 433948707, 46509139, 134988176, 251887928, 275081889, 315681513, 319246182, 363907303, 387122393, 404640271, 438473196, 26701755, 144204897, 223829345, 319221625, 341139842, 348274323, 349980217, 375659836, 405234683, 471655, 481760, 249901608, 319219218, 176258371, 387215745, 53790128, 319393207",OVRNDRQMDRJTHS-FMDGEEDCSA-N,N-Acetylglucosamine,,Treatment for Duchenne Muscular Dystrophy,C0013264,DUCHENNE MUSCULAR DYSTROPHY,09/23/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"Wellesley Therapeutics, Inc.|200 Gerrard St., East|Toronto|Ontario|M5A 2E6|Canada"
ACPCMBPQKQTAQY-UHFFFAOYSA-N,67027333,"341722918, 434315156, 438493331",ACPCMBPQKQTAQY-UHFFFAOYSA-N,N-[4-(3-amino-1H-indazol-4-yl)phenyl]-N1-(2-fluoro-5-methylphenyl) urea,,Treatment of acute myelogenous leukemia,C0023467,Acute myelogenous leukemia,10/23/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"AbbVie, Inc.|1 N. Waukegan Road|North Chicago|Illinois|60064|United States"
MQQNFDZXWVTQEH-UHFFFAOYSA-N,4413,"50065252, 50334592, 85335220, 103170416, 134222539, 135062511, 178101079, 210279319, 210281642, 251916771, 251918010, 252480071, 254785414, 275059199, 310277414, 318153564, 318161724, 319062857, 319554821, 341836729, 347828816, 349333201, 349982133, 355038868, 375201694, 375517958, 375574316, 377385895, 382165126, 385646474, 386482857, 387125297, 405504079, 406868380, 419499375, 439365938, 439462090, 440050735, 441131533, 252354406, 342562588, 381333390, 441078941",MQQNFDZXWVTQEH-UHFFFAOYSA-N,Nafamostat,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,05/11/2020,Designated,Not FDA Approved for Orphan Indication,,,,,RNR BioMedical Inc.|c/o Noa Avtalion|161 Jefferson Av|Tenefly|New Jersey|7670|United States
UZHSEJADLWPNLE-GRGSLBFTSA-N,5284596,"9461, 113816, 7980073, 46508816, 48416308, 49993151, 53788675, 56312594, 56312596, 56352924, 57288792, 74711224, 93166268, 103170037, 103915330, 126688739, 134974167, 135650684, 144205559, 160964517, 162183031, 170465008, 223957393, 241077137, 254777367, 255438230, 274190840, 275919608, 312228696, 315673927, 318161735, 319297064, 341140104, 341842468, 346695248, 348283762, 349069329, 349994891, 355190017, 384060173, 385781829, 386618562, 387060172, 387162833, 404721349, 419493286, 433767718, 433778896, 433788109, 434300991, 438463227, 440790857, 74711220, 136352360, 250120938, 387162834, 387209781, 434135969, 438443408, 26665154, 375567820, 49993152, 74711221, 74711222, 74711223, 74711225, 74711226, 74711227, 85087992, 135021594, 250138400, 312523667, 438560552, 441079662",UZHSEJADLWPNLE-GRGSLBFTSA-N,naloxone,,Topical treatment of pruritus associated with mycosis fungoides,"C0026948,C0033774","Mycosis Fungoides , Pruritus",11/23/2010,Designated,Not FDA Approved for Orphan Indication,,,,,"Elorac, Inc.|100 Fairway Drive|Vernon Hills|Illinois|60061|United States"
NPAGDVCDWIYMMC-IZPLOLCNSA-N,9904,"9463, 7980080, 14718104, 48416309, 49965900, 50531284, 53788175, 85148374, 85300761, 92714065, 103202464, 103980273, 126624424, 126655692, 126688604, 134974495, 144089075, 144206718, 144206750, 144208410, 162222852, 163686430, 170466348, 178103531, 196108514, 210281245, 223385874, 224778327, 241086115, 250133434, 252159077, 252405880, 274190679, 310277448, 312223893, 313081634, 315673928, 318161736, 319068179, 335987237, 340510029, 340514701, 340515837, 340519812, 341138405, 341140243, 341834477, 347829275, 348275875, 348397367, 349057350, 349975322, 354283639, 355047652, 375758596, 382160995, 385784587, 386621483, 387129912, 419534494, 433778898, 433987183, 440701508, 69852, 50531287, 312694702, 346443060, 387129913, 387195740, 387208534, 46386764, 50531285, 50531286, 50531288, 50531289, 50531290, 50531291, 50531292, 50531293, 50531294, 50531295, 50531296, 50531297, 50531298, 50531299, 50531300, 50531301, 87558748, 134973631, 135049728, 160676527, 250138605, 441072903",NPAGDVCDWIYMMC-IZPLOLCNSA-N,nandrolone,,Treatment of limb-girdle muscular dystrophy,C0686353,Limb-girdle muscular dystrophy,12/04/2019,Designated,Not FDA Approved for Orphan Indication,,,,,Sarcomed AB|25 St_xDE8B__xDD2C_oppsv䧥n|H䧥rsten-Liljeholmen|Stockholms l䮍|Sweden
IXOXBSCIXZEQEQ-UHTZMRCNSA-N,3011155,"12015013, 46506325, 80796537, 103771095, 126592934, 134223564, 135108408, 135611106, 144074932, 144206267, 160964602, 162011505, 170464759, 178103668, 210274937, 210280574, 211535854, 274791908, 277309136, 312228767, 312811305, 313081668, 315682273, 317223782, 318151912, 318161748, 318167342, 319249899, 319478963, 319554023, 322093409, 329884924, 329976655, 341137128, 341154770, 341853548, 348283843, 348627085, 349984925, 350088720, 354326233, 355039534, 374035894, 374255942, 375667391, 377309959, 378135085, 383454056, 384431287, 384572244, 385633374, 386477884, 387106897, 401961164, 419492062, 438476174, 438610739, 440681647, 440790575, 440976373, 50064255, 80796538, 92720049, 126620375, 126649073, 126665917, 144076206, 162184854, 196106680, 251970979, 252215898, 348273247, 354269234, 382154179, 387106895, 521259, 80796536, 136375852, 272993718, 384568389, 387106896, 336349095, 434301768, 438483200, 80796539, 174549000, 255345991, 319434284, 441075163",IXOXBSCIXZEQEQ-UHTZMRCNSA-N,nelarabine,,Treatment of chronic lymphocytic leukemia.,C0023434,Chronic Lymphocytic Leukemia,09/02/1999,Designated,Not FDA Approved for Orphan Indication,,,,,Novartis Pharmaceuticals Corp.|One Health Plaza|East Hanover|New Jersey|7936|United States
QAGYKUNXZHXKMR-HKWSIXNMSA-N,64143,"9466, 612304, 7980103, 8030419, 46507719, 49665993, 49986443, 50418709, 53789140, 56320472, 91148445, 92717921, 93166553, 93167161, 103956869, 104234156, 126621876, 126653609, 126681687, 135023001, 152258671, 160647507, 160963568, 162174365, 163659599, 196106530, 223440382, 223740582, 252358856, 312227978, 315677421, 318153522, 318161749, 318239034, 319105129, 319435142, 322071983, 329795046, 341141504, 341836768, 347258588, 348282928, 348808844, 349983161, 349989262, 355040299, 363671330, 375637751, 381392000, 382156725, 384428666, 385785140, 386280886, 386622081, 387142013, 404758384, 419504556, 434122151, 438502713, 440790576, 50418704, 206246097, 384569173, 386194706, 387142014, 405459512, 440006174, 536635, 254760061, 318169598, 341138520, 50418707, 160845887, 373258568, 50418705, 50418706, 50418708, 163667350, 274359510, 363740369, 375574615, 438528365, 441079992",QAGYKUNXZHXKMR-HKWSIXNMSA-N,nelfinavir,,Treatment of multiple myeloma,C0026764,Multiple Myeloma,02/14/2017,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Swiss Group for Clinical Cancer Research (SAKK)|Effingerstrasse 33|Bern|Bern|Switzerland
JLEBZPBDRKPWTD-TURQNECASA-O,439924,"3006, 8145078, 26717794, 26717796, 53786905, 103538035, 135107223, 175429332, 210024391, 274180924, 312225926, 348274863, 348705031, 363910249, 381338237, 384647337, 386467212, 386474236, 404772378, 438797239, 439443081, 277425092, 312830467, 347753988, 355046315, 375590350, 377622181, 405449704, 439996368, 252212984, 441079100",JLEBZPBDRKPWTD-TURQNECASA-O,nicotinamide riboside,,"Treatment of mitochondrial encephalopathy, lactic acidosis, and stroke-like episodes syndrome (MELAS)","C0001125,C0039082,C0162671,C1852373,C1857287","LACTIC ACIDOSIS , Syndrome , MELAS , Mitochondrial encephalopathy , Stroke-like episodes",01/25/2017,Designated,Not FDA Approved for Orphan Indication,,,,,Rejuvenation Therapeutics|774 Mays Boulevard|10-509 PMB|Incline Village|Nevada|89451|United States
CPMDPSXJELVGJG-UHFFFAOYSA-N,135423438,"99431587, 103654502, 135267499, 152258852, 160647702, 178102559, 223471427, 249738349, 249807126, 251970985, 252090009, 255344081, 277286638, 310265007, 312616403, 318163907, 319339205, 319434165, 319539392, 340521879, 341092884, 341143400, 349988262, 350079274, 350080446, 350095295, 354330903, 355040172, 375577117, 375630398, 378126786, 383524001, 384568630, 384572576, 385645764, 386482130, 387177921, 387177922, 387237164, 402420917, 405045943, 405225436, 405496926, 419592141, 433794666, 434315123, 438493298, 439666458, 440043584, 440681567, 440794461, 440801773, 440802662",CPMDPSXJELVGJG-UHFFFAOYSA-N,Nintedanib,,Treatment of mesothelioma,C0025500,Mesothelioma,12/12/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"Boehringer Ingelheim Pharmaceuticals, Inc.|900 Ridgebury Road|P. O. Box 368|Ridgefield|Connecticut|6877|United States"
YQNQNVDNTFHQSW-UHFFFAOYSA-N,41684,"525698, 621648, 17388853, 26719875, 46386689, 46507813, 48425395, 49681590, 50045113, 50955027, 92719031, 99431538, 103479736, 126628357, 126652269, 126670233, 134221727, 135002935, 136370477, 144076250, 144204569, 144208424, 160963852, 162173120, 170465090, 172080369, 187072295, 196111440, 207144330, 210279358, 210281681, 211534870, 223380616, 223704404, 242065188, 252220150, 252390162, 253665231, 255370436, 273523513, 275881725, 277296520, 277309467, 310277804, 312228193, 312695069, 313073077, 313076795, 313081698, 315677106, 318153223, 318161798, 318242170, 319090643, 319554861, 329864221, 329975133, 340521520, 341105555, 341142492, 341838445, 346438582, 348283175, 349124723, 349982386, 354333058, 355038832, 363671333, 374034341, 375202028, 375569912, 375787453, 377309774, 381366257, 382162497, 384416934, 384568086, 384571842, 385783357, 386620176, 387060892, 387181098, 387209869, 404617610, 414359002, 433910278, 434132119, 434301937, 438473148, 438476120, 438483484, 440062652, 440771323, 440790860, 441079149",YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,,Treatment for intestinal amebiasis,C0013370,Intestinal Amebiasis,10/23/2001,Designated,Not FDA Approved for Orphan Indication,,,,,"Romark Laboratories, L.C.|6200 Courtney Campbell Causeway|Suite 880|Tampa|Florida|33607|United States"
MWUXSHHQAYIFBG-UHFFFAOYSA-N,145068,"3009, 3815, 584758, 584760, 585304, 612541, 823106, 825225, 827786, 827830, 829083, 829196, 831905, 832739, 832741, 832746, 832749, 835684, 835951, 837432, 838043, 838516, 838735, 838738, 838741, 854516, 854518, 6435917, 6436465, 8009073, 8024763, 8025088, 10322712, 10502255, 11532572, 11532575, 11533089, 11538857, 11538865, 14716264, 14716267, 14716363, 14716369, 14716375, 24423725, 24770575, 26705869, 26707385, 26710838, 26719259, 46499904, 46506897, 48414109, 48421644, 53788122, 56310739, 56311104, 56312083, 56313031, 56313908, 57288490, 57288709, 77506068, 81061389, 81061737, 85256784, 85256791, 89449338, 92192291, 99453648, 99453650, 99453654, 99453656, 103770672, 104410496, 115001634, 121270567, 124349685, 124385040, 135653011, 136959423, 136959448, 144187008, 144220345, 152137752, 152138125, 152198992, 160649658, 160655020, 160657503, 160963781, 163726565, 163831348, 163831356, 177899904, 181085635, 181085637, 210024260, 210024520, 210024533, 249814630, 251972809, 252146112, 252300322, 252300324, 252300555, 252824468, 283537736, 312642117, 312811034, 313369172, 315492707, 315669507, 315669509, 315669512, 315669698, 315671871, 318161803, 318591033, 319163641, 329891624, 329891639, 341814076, 348276049, 348397827, 348397833, 348398212, 348398215, 348398218, 348398221, 348398226, 348498840, 349984329, 350101793, 355190794, 364015747, 364015753, 364015758, 364015763, 364015765, 364015781, 364015785, 364015789, 364015793, 364015797, 374364452, 374364458, 374364463, 374364468, 374881949, 374881952, 381170389, 381338239, 382368031, 382368302, 385157622, 387126461, 404847051, 405529307, 438791282, 439662433, 439662440, 439662449, 439785563, 439785568, 49857525, 134989382, 135660023, 176260048, 223759750, 363902269, 419559537, 584936, 822255, 6435750, 8025524, 46504217, 46504223, 46504228, 99453643, 104233937, 121360306, 144223651, 178100228, 249896950, 250231349, 382369553, 385270240",MWUXSHHQAYIFBG-UHFFFAOYSA-N,Nitric oxide,,Treatment of non-tuberculosis mycobacterial (NTM) infections,"C0041296,C1265234,C3714514","Tuberculosis , NTM , Infections",09/26/2017,Designated,Not FDA Approved for Orphan Indication,,,,,Advanced Inhalation Therapies Ltd.|2 Ilan Ramon Street|Ness Ziona|Israel
MWUXSHHQAYIFBG-UHFFFAOYSA-N,145068,"3009, 3815, 584758, 584760, 585304, 612541, 823106, 825225, 827786, 827830, 829083, 829196, 831905, 832739, 832741, 832746, 832749, 835684, 835951, 837432, 838043, 838516, 838735, 838738, 838741, 854516, 854518, 6435917, 6436465, 8009073, 8024763, 8025088, 10322712, 10502255, 11532572, 11532575, 11533089, 11538857, 11538865, 14716264, 14716267, 14716363, 14716369, 14716375, 24423725, 24770575, 26705869, 26707385, 26710838, 26719259, 46499904, 46506897, 48414109, 48421644, 53788122, 56310739, 56311104, 56312083, 56313031, 56313908, 57288490, 57288709, 77506068, 81061389, 81061737, 85256784, 85256791, 89449338, 92192291, 99453648, 99453650, 99453654, 99453656, 103770672, 104410496, 115001634, 121270567, 124349685, 124385040, 135653011, 136959423, 136959448, 144187008, 144220345, 152137752, 152138125, 152198992, 160649658, 160655020, 160657503, 160963781, 163726565, 163831348, 163831356, 177899904, 181085635, 181085637, 210024260, 210024520, 210024533, 249814630, 251972809, 252146112, 252300322, 252300324, 252300555, 252824468, 283537736, 312642117, 312811034, 313369172, 315492707, 315669507, 315669509, 315669512, 315669698, 315671871, 318161803, 318591033, 319163641, 329891624, 329891639, 341814076, 348276049, 348397827, 348397833, 348398212, 348398215, 348398218, 348398221, 348398226, 348498840, 349984329, 350101793, 355190794, 364015747, 364015753, 364015758, 364015763, 364015765, 364015781, 364015785, 364015789, 364015793, 364015797, 374364452, 374364458, 374364463, 374364468, 374881949, 374881952, 381170389, 381338239, 382368031, 382368302, 385157622, 387126461, 404847051, 405529307, 438791282, 439662433, 439662440, 439662449, 439785563, 439785568, 49857525, 134989382, 135660023, 176260048, 223759750, 363902269, 419559537, 584936, 822255, 6435750, 8025524, 46504217, 46504223, 46504228, 99453643, 104233937, 121360306, 144223651, 178100228, 249896950, 250231349, 382369553, 385270240",MWUXSHHQAYIFBG-UHFFFAOYSA-N,nitric oxide,,Use in combination with a drug delivery device for acute treatment of sickle cell vaso-occlusive crisis (pain crises),"C0030193,C0231224,C0750151","Pain , crises , Vaso-Occlusive Crisis",09/05/2008,Designated,Not FDA Approved for Orphan Indication,,,,,Mallinckrodt Hospital Products IP Unlimited|1425 U.S. 206|Bedminster Township|New Jersey|7921|United States
