_id,compound_id,inchl_key,generic_name,trade_name,orphan_designation,umls_id,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication
XYFPWWZEPKGCCK-GOSISDBHSA-N,24821094,XYFPWWZEPKGCCK-GOSISDBHSA-N,ibrutinib,,Treatment of multiple myeloma,C0026764,Multiple Myeloma,5/16/13,Designated,Not FDA Approved for Orphan Indication,,,,
XYFPWWZEPKGCCK-GOSISDBHSA-N,24821094,XYFPWWZEPKGCCK-GOSISDBHSA-N,ibrutinib,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,6/12/17,Designated,Not FDA Approved for Orphan Indication,,,,
KTUFNOKKBVMGRW-UHFFFAOYSA-N,5291,KTUFNOKKBVMGRW-UHFFFAOYSA-N,imatinib,Gleevec,Treatment of Philadelphia-positive acute lymphoblastic leukemia,C1709527,Philadelphia-positive acute lymphoblastic leukemia,10/11/05,Designated/Approved,,Treatment of adult patients with relapsed or refractory Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL), 10/19/2006 , 10/19/2013 ,
YLMAHDNUQAMNNX-UHFFFAOYSA-N,123596,YLMAHDNUQAMNNX-UHFFFAOYSA-N,imatinib mesylate,Gleevec,Treatment of dermatofibrosarcoma protuberans,C0206647,Dermatofibrosarcoma Protuberans,12/19/05,Designated/Approved,,"Treatment of adult patients with unresectable, recurrent and/or metastatic dermatofibrosarcoma protuberans (DFSP)", 10/19/2006 , 10/19/2013 ,
YLMAHDNUQAMNNX-UHFFFAOYSA-N,123596,YLMAHDNUQAMNNX-UHFFFAOYSA-N,Imatinib mesylate,Gleevec,Treatment of myeloproliferative disorders/myelodysplastic syndromes associated with platelet-derived growth factor gene re-arrangements,"C0027022,C0812325,C3463824","Myeloproliferative Disorders , Growth Factor Gene , Myelodysplastic Syndromes",10/5/05,Designated/Approved,,Treatment of adult patients with myelodysplastic/myeloproliferative diseases (MDS/MPD) associated with PDGFR (platelet-derived growth factor receptor) gene re-arrangements, 10/19/2006 , 10/19/2013 ,
LVZYXEALRXBLJZ-ISQYCPACSA-N,71587831,LVZYXEALRXBLJZ-ISQYCPACSA-N,imetelstat,,Treatment of myelofibrosis,C0026987,myelofibrosis,6/11/15,Designated,Not FDA Approved for Orphan Indication,,,,
YHTTWXCDIRTOQX-FQJIPJFPSA-N,134611625,YHTTWXCDIRTOQX-FQJIPJFPSA-N,internalized-arginylglycylaspartic acid cyclic peptide,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,1/29/19,Designated,Not FDA Approved for Orphan Indication,,,,
NICJCIQSJJKZAH-AWEZNQCLSA-N,148189,NICJCIQSJJKZAH-AWEZNQCLSA-N,irofulven,,Treatment of ovarian cancer.,C4721610,Ovarian Cancer,7/6/99,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
PURKAOJPTOLRMP-UHFFFAOYSA-N,16220172,PURKAOJPTOLRMP-UHFFFAOYSA-N,ivacaftor,Kalydeco,Treatment of patients with cystic fibrosis,C0010674,Cystic Fibrosis,12/20/06,Designated/Approved,,"Treatment of cystic fibrosis (CF) in patients age 6 years and older who have one of the following mutations in the CFTR gene: G551D, G1244E, G1349D, G178R, G551S, S1251N, S1255P, S549N, or S549R; and treatment of CF in patients age 6 years and older who have an R117H mutation in the CFTR gene.", 12/29/2014 , 12/29/2021 ,Treatment of cystic fibrosis (CF) in patients age 6 years and older who have an R117H mutation in the CFTR gene.
PURKAOJPTOLRMP-UHFFFAOYSA-N,16220172,PURKAOJPTOLRMP-UHFFFAOYSA-N,ivacaftor,Kalydeco,Treatment of patients with cystic fibrosis,C0010674,Cystic Fibrosis,12/20/06,Designated/Approved,,treatment of cystic fibrosis (CF) in patients age 4 months and older who have one mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene that is responsive to ivacaftor potentiation based on clinical and/or in vitro assay data, 12/21/2020 , 12/21/2027 ,"treatment of cystic fibrosis (CF) in patients age 4 months and older who have one of the additional mutations in the cystic fibrosis transmembrane conductance regulator (CFTR) gene that have been identified as responsive to ivacaftor potentiation based on in vitro data and identified in the approval on December 21, 2020."
JOITUBWXBFATOR-HKBOAZHASA-N,71587904,JOITUBWXBFATOR-HKBOAZHASA-N,L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal,,Treatment of Duchenne and Becker muscular dystrophy,C3542021,Duchenne and Becker Muscular Dystrophy,1/18/06,Designated,Not FDA Approved for Orphan Indication,,,,
AYFVYJQAPQTCCC-GBXIJSLDSA-N,6288,AYFVYJQAPQTCCC-GBXIJSLDSA-N,L-threonine,,Treatment of spasticity associated with familial spastic paraparesis.,"C0026838,C0037771","Spasticity , spastic paraparesis",7/24/92,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
NYNZQNWKBKUAII-KBXCAEBGSA-N,46188928,NYNZQNWKBKUAII-KBXCAEBGSA-N,Larotrectinib,,Treatment of soft tissue sarcoma.,C1261473,Soft tissue sarcoma,8/31/15,Designated,Not FDA Approved for Orphan Indication,,,,
GOTYRUGSSMKFNF-UHFFFAOYSA-N,216326,GOTYRUGSSMKFNF-UHFFFAOYSA-N,lenalidomide,,Treatment of chronic lymphocytic leukemia,C0023434,Chronic Lymphocytic Leukemia,1/17/07,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
FWYSMLBETOMXAG-QHCPKHFHSA-N,45138674,FWYSMLBETOMXAG-QHCPKHFHSA-N,letermovir,PREVYMIS,Prevention of human cytomegalovirus viremia and disease in at risk populations,"C0205725,C0877635","Human cytomegalovirus , Cytomegalovirus viremia",12/12/11,Designated/Approved,,Prophylaxis of cytomegalovirus (CMV) infection and disease in adult CMV-seropositive recipients [R+] of an allogeneic hematopoietic stem cell transplant (HSCT)., 11/08/2017 , 11/08/2024 ,Prophylaxis of cytomegalovirus (CMV) infection and disease in adult CMV-seropositive recipients [R+] of an allogeneic hematopoietic stem cell transplant (HSCT).
IVTMXOXVAHXCHI-YXLMWLKOSA-N,104778,IVTMXOXVAHXCHI-YXLMWLKOSA-N,levodopa and carbidopa,Duopa,Treatment of late stage Parkinson's disease,C0030567,Parkinson's Disease,1/18/00,Designated/Approved,,Treatment of motor flucuations in patients with advanced Parkinson's disease, 01/09/2015 , 01/09/2022 ,Treatment of motor flucuations in patients with advanced Parkinson's disease
LKCWBDHBTVXHDL-CAIQVSFASA-N,456591,LKCWBDHBTVXHDL-CAIQVSFASA-N,liposomal amikacin,,Treatment of bronchopulmonary Pseudomonas aeruginosa infections in cystic fibrosis patients,"C0010674,C0854135","Cystic Fibrosis , Pseudomonas aeruginosa Infections",3/9/06,Designated,Not FDA Approved for Orphan Indication,,,,
OSPNFKYGOFXGBX-YWWKUQGPSA-N,145722609,OSPNFKYGOFXGBX-YWWKUQGPSA-N,Lucinactant,,Treatment of meconium aspiration syndrome in newborn infants,C0025048,of meconium aspiration,7/30/96,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
JGCMEBMXRHSZKX-UHFFFAOYSA-N,16004692,JGCMEBMXRHSZKX-UHFFFAOYSA-N,macitentan,Opsumit,Treatment of pulmonary arterial hypertension,C3203102,PULMONARY ARTERIAL HYPERTENSION,9/3/09,Designated/Approved,,"Treatment of pulmonary arterial hypertension (PAH, WHO Group 1) to delay disease progression. Disease progression included: death, initiation of intravenous (IV) or subcutaneous prostanoids, or clinical worsening of PAH (decreased 6-minute walk distance, worsened PAH symptoms and need for additional PAH treatment). Opsumit also reduced hospitalization for PAH.", 10/18/2013 , 10/18/2020 ,"Treatment of pulmonary arterial hypertension (PAH, WHO Group 1) to delay disease progression. Disease progression included: death, initiation of intravenous (IV) or subcutaneous prostanoids, or clinical worsening of PAH (decreased 6-minute walk distance, worsened PAH symptoms and need for additional PAH treatment). Opsumit also reduced hospitalization for PAH."
STPKWKPURVSAJF-LJEWAXOPSA-N,9831643,STPKWKPURVSAJF-LJEWAXOPSA-N,maralixibat,,treatment of biliary atresia,C0005411,Biliary Atresia,10/21/20,Designated,Not FDA Approved for Orphan Indication,,,,
KJFBVJALEQWJBS-XUXIUFHCSA-N,471161,KJFBVJALEQWJBS-XUXIUFHCSA-N,maribavir,,Treatment of clinically significant cytomegalovirus viremia and disease in at-risk patients.,"C0012634,C0877635","Disease , Cytomegalovirus viremia",6/7/11,Designated,Not FDA Approved for Orphan Indication,,,,
RQZAXGRLVPAYTJ-GQFGMJRRSA-N,11683,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,Megestrol acetate,Megace,"Treatment of patients with anorexia, cachexia, or significant weight loss (=/>10% of baseline body weight) and confirmed diagnosis of AIDS.","C0001175,C0006625,C4084774","AIDS , Cachexia , Weight loss",4/13/88,Designated/Approved,,"Treatment of anorexia, cachexia, or an unexplained significant weight loss in patients with a diagnosis of acquired immune deficiency syndrome.", 09/10/1993 , 09/10/2000 ,
DRLFMBDRBRZALE-UHFFFAOYSA-N,896,DRLFMBDRBRZALE-UHFFFAOYSA-N,Melatonin,,Treatment of heat stroke,C0038819,Heat Stroke,4/22/19,Designated,Not FDA Approved for Orphan Indication,,,,
DRLFMBDRBRZALE-UHFFFAOYSA-N,896,DRLFMBDRBRZALE-UHFFFAOYSA-N,melatonin,,Treatment of Acute Radiation Syndrome,C0520799,Acute Radiation Syndrome,10/22/18,Designated,Not FDA Approved for Orphan Indication,,,,
DRLFMBDRBRZALE-UHFFFAOYSA-N,896,DRLFMBDRBRZALE-UHFFFAOYSA-N,melatonin,,Treatment of short bowel syndrome,C0036992,Short Bowel Syndrome,2/14/17,Designated,Not FDA Approved for Orphan Indication,,,,
SGDBTWWWUNNDEQ-LBPRGKRZSA-N,460612,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,melphalan,,Treatment of retinoblastoma,C0035335,Retinoblastoma,11/19/12,Designated,Not FDA Approved for Orphan Indication,,,,
OUUYBRCCFUEMLH-YDALLXLXSA-N,9927978,OUUYBRCCFUEMLH-YDALLXLXSA-N,melphalan hydrochloride,,Treatment of patients with cutaneous melanoma.,C0025202,cutaneous melanoma,11/12/08,Designated,Not FDA Approved for Orphan Indication,,,,
RYKKQQUKJJGFMN-HVDRVSQOSA-N,115198,RYKKQQUKJJGFMN-HVDRVSQOSA-N,metadoxine,,Treatment of Fragile X Syndrome,C0016667,Fragile X Syndrome,12/16/13,Designated,Not FDA Approved for Orphan Indication,,,,
FBOZXECLQNJBKD-ZDUSSCGKSA-N,126941,FBOZXECLQNJBKD-ZDUSSCGKSA-N,Methotrexate,,Treatment of Myasthenia Gravis,C0026896,Myasthenia Gravis,8/28/14,Designated,Not FDA Approved for Orphan Indication,,,,
JVLBPIPGETUEET-GAAHOAFPSA-O,5361918,JVLBPIPGETUEET-GAAHOAFPSA-O,Methylnaltrexone,,Treatment of chronic opioid-induced constipation unresponsive to conventional therapy.,C3160897,Opioid-Induced Constipation,6/17/96,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
VAOCPAMSLUNLGC-UHFFFAOYSA-N,4173,VAOCPAMSLUNLGC-UHFFFAOYSA-N,metronidazole,,Treatment of pouchitis,C0376620,Pouchitis,9/17/08,Designated,Not FDA Approved for Orphan Indication,,,,
NHTGHBARYWONDQ-JTQLQIEISA-N,441350,NHTGHBARYWONDQ-JTQLQIEISA-N,metyrosine,,Treatment of velocardiofacial syndrome associated psychosis.,"C0012236,C0033975","Velocardiofacial Syndrome , Psychosis",7/25/08,Designated,Not FDA Approved for Orphan Indication,,,,
UQRORFVVSGFNRO-UTINFBMNSA-N,51634,UQRORFVVSGFNRO-UTINFBMNSA-N,miglustat,,Treatment of CLN Batten Disease,C0751383,Batten Disease,1/19/21,Designated,Not FDA Approved for Orphan Indication,,,,
UQRORFVVSGFNRO-UTINFBMNSA-N,51634,UQRORFVVSGFNRO-UTINFBMNSA-N,miglustat,Zavesca,Treatment of Gaucher disease.,C0017205,Gaucher Disease,5/29/98,Designated/Approved,,"Treatment of mild to moderate Type I Gaucher disease in adults for whom enzyme replacement therapy is not a therapeutic option (e.g., due to constraints such as allergy, hypersensitivity, or poor venous access).", 07/31/2003 , 07/31/2010 ,
ZHBJMVNZRZUQEP-KIKMAQITSA-L,46203139,ZHBJMVNZRZUQEP-KIKMAQITSA-L,Minnelide,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,2/18/13,Designated,Not FDA Approved for Orphan Indication,,,,
TZRFSLHOCZEXCC-HIVFKXHNSA-A,71301230,TZRFSLHOCZEXCC-HIVFKXHNSA-A,mipomersen,KYNAMRO,Treatment of homozygous familial hypercholesterolemia,C0020445,FAMILIAL HYPERCHOLESTEROLEMIA,5/23/06,Designated/Approved,,"Adjunct to lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (LDL-C), apolipoprotein B (apo B), total cholesterol (TC), and non-high density lipoprotein-cholesterol (non-HDL-C) in patients with homozygous familial hypercholesterolemia (HoFH).", 01/29/2013 , 01/29/2020 ,"Adjunct to lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (LDL-C), apolipoprotein B (apo B), total cholesterol (TC), and non-high density lipoprotein-cholesterol (non-HDL-C) in patients with homozygous familial hypercholesterolemia (HoFH)."
NWIBSHFKIJFRCO-WUDYKRTCSA-N,5746,NWIBSHFKIJFRCO-WUDYKRTCSA-N,mitomycin-C,Mitosol,Treatment of refractory glaucoma as an adjunct to surgery,C0017601,Glaucoma,1/8/08,Designated/Approved,,An adjunct to ab externo glaucoma surgery., 02/07/2012 , 02/07/2019 ,
HZQDCMWJEBCWBR-UUOKFMHZSA-N,104762,HZQDCMWJEBCWBR-UUOKFMHZSA-N,Mizoribine,,Treatment of membranous nephropathy,C0017665,membranous nephropathy,11/9/20,Designated,Not FDA Approved for Orphan Indication,,,,
QJYMZHMIZZYHBI-UHFFFAOYSA-N,56841946,QJYMZHMIZZYHBI-UHFFFAOYSA-N,monarsen,,Treatment of myasthenia gravis,C0026896,Myasthenia Gravis,11/14/03,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
FJCDSQATIJKQKA-UHFFFAOYSA-N,54766013,FJCDSQATIJKQKA-UHFFFAOYSA-N,"N-((4-([1,2,4]triazolo[1,5-a]pyridin-6-yl)-5-(6-methylpyridin-2-yl)-1H-imidazol-2-yl)methyl)-2-fluoroaniline",,Treatment of hepatocellular carcinoma,C2239176,HEPATOCELLULAR CARCINOMA,6/14/17,Designated,Not FDA Approved for Orphan Indication,,,,
RIIKDGPBTPECSW-UHFFFAOYSA-N,124147085,RIIKDGPBTPECSW-UHFFFAOYSA-N,"N-(tert-butylcarbamoyl)-5-cyano-2-((4'-(difluoromethoxy)-[1,1'-biphenyl]-3-yl)oxy)benzenesulfonamide",,Treatment of pulmonary arterial hypertension,C3203102,PULMONARY ARTERIAL HYPERTENSION,3/1/18,Designated,Not FDA Approved for Orphan Indication,,,,
UJCHIZDEQZMODR-BYPYZUCNSA-N,10176265,UJCHIZDEQZMODR-BYPYZUCNSA-N,N-acetyl cysteine amide,,Treatment of retinitis pigmentosa,C0035334,Retinitis Pigmentosa,12/31/13,Designated,Not FDA Approved for Orphan Indication,,,,
LAMIXXKAWNLXOC-INIZCTEOSA-N,6918848,LAMIXXKAWNLXOC-INIZCTEOSA-N,N-Hydroxy-4-(3-methyl-2-(S)phenyl-butyrylamino)benzamide,,Treatment of Schwannoma of the central nervous system,C0027809,Schwannoma,1/13/12,Designated,Not FDA Approved for Orphan Indication,,,,
AKFJWRDCWYYTIG-ZDUSSCGKSA-N,9884642,AKFJWRDCWYYTIG-ZDUSSCGKSA-N,naproxcinod,,Treatment of Duchenne muscular dystrophy.,C0013264,DUCHENNE MUSCULAR DYSTROPHY,3/16/15,Designated,Not FDA Approved for Orphan Indication,,,,
ZBBHBTPTTSWHBA-UHFFFAOYSA-N,4474,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,nicardipine,,Treatment of Pitt-Hopkins Syndrome,C1970431,PITT-HOPKINS SYNDROME,11/26/19,Designated,Not FDA Approved for Orphan Indication,,,,
HYIMSNHJOBLJNT-UHFFFAOYSA-N,4485,HYIMSNHJOBLJNT-UHFFFAOYSA-N,Nifedipine,,Treatment of interstitial cystitis.,C0282488,Interstitial Cystitis,6/13/91,Designated,Not FDA Approved for Orphan Indication,,,,
ARFHIAQFJWUCFH-IZZDOVSWSA-N,6842999,ARFHIAQFJWUCFH-IZZDOVSWSA-N,nifurtimox,LAMPIT,Treatment of Chagas disease (American Typanosomiasis)caused by T. cruzi,C0041234,Chagas Disease,8/5/10,Designated/Approved,,"LAMPIT is indicated in pediatric patients (birth to less than 18 years of age and weighing at least 2.5 kg) for the treatment of Chagas disease (American Trypanosomiasis), caused by Trypanosoma cruzi", 08/06/2020 , 08/06/2027 ,indicated in pediatric patients (birth to less than 18 years of age and weighing at least 2.5 kg) for the treatment of Chagas disease (American Trypanosomiasis) caused by Trypanosoma cruzi
HHZIURLSWUIHRB-UHFFFAOYSA-N,644241,HHZIURLSWUIHRB-UHFFFAOYSA-N,nilotinib,Tasigna,Treatment of chronic myelogenous leukemia,C0023473,Chronic myelogenous leukemia,4/27/06,Designated/Approved,,For the use for chronic phase (CP) and accelerated phase (AP) Philadelphia chromosome positive chronic myelogenous leukemia (CML) in adult patients resistant to or intolerant to prior therapy that included imatinib., 10/29/2007 , 10/29/2014 ,
CPMDPSXJELVGJG-UHFFFAOYSA-N,135423438,CPMDPSXJELVGJG-UHFFFAOYSA-N,nintedanib,OFEV,Treatment of systemic sclerosis (including the associated interstitial lung disease).,"C0036421,C0206062","Systemic sclerosis , Interstitial lung disease",7/6/16,Designated/Approved,,OFEV is indicated to slow the rate of decline in pulmonary function in patients with systemic sclerosis associated interstitial lung disease (SSc-ILD)., 09/06/2019 , 09/06/2026 ,Indicated to slow the rate of decline in pulmonary function in patients with systemic sclerosis-associated interstitial lung disease (SSc-ILD).
YQNQNVDNTFHQSW-UHFFFAOYSA-N,41684,YQNQNVDNTFHQSW-UHFFFAOYSA-N,nitazoxanide,Alinia,Treatment of intestinal giardiasis,C0017536,INTESTINAL GIARDIASIS,2/14/02,Designated/Approved,,Treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia, 11/22/2002 , 11/22/2009 ,
YQNQNVDNTFHQSW-UHFFFAOYSA-N,41684,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Nitazoxanide,Alinia,Treatment of cryptosporidiosis.,C0010418,Cryptosporidiosis,12/12/96,Designated/Approved,,Treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia, 11/22/2002 , 11/22/2009 ,
MWUXSHHQAYIFBG-UHFFFAOYSA-N,145068,MWUXSHHQAYIFBG-UHFFFAOYSA-N,Nitric oxide,,Diagnosis of sarcoidosis,C0036202,Sarcoidosis,2/16/05,Designated,Not FDA Approved for Orphan Indication,,,,
MWUXSHHQAYIFBG-UHFFFAOYSA-N,145068,MWUXSHHQAYIFBG-UHFFFAOYSA-N,Nitric oxide,,To reduce the risk of chronic lung disease in premature neonates,C0746102,Chronic lung disease,9/27/04,Designated,Not FDA Approved for Orphan Indication,,,,
FDLYAMZZIXQODN-UHFFFAOYSA-N,23725625,FDLYAMZZIXQODN-UHFFFAOYSA-N,olaparib,Lynparza,Treatment of Fallopian Tube Cancer,C0238122,Fallopian Tube Cancer,5/15/18,Designated/Approved,,"Maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in a complete or partial response to platinum-based chemotherapy; and treatment of adult patients with deleterious or suspected deleterious germline BRCA-mutated advanced ovarian cancer who have been treated with three or more prior lines of chemotherapy.", 08/17/2017 , 08/17/2024 ,Maintenance treatment of adult patients with recurrent fallopian tube cancer who are in a complete or partial response to platinum-based chemotherapy.
SLVOKEOPLJCHCQ-UHFFFAOYSA-O,6710777,SLVOKEOPLJCHCQ-UHFFFAOYSA-O,oleylphosphocholine,,Treatment of leishmaniasis,C0023281,Leishmaniasis,10/25/13,Designated,Not FDA Approved for Orphan Indication,,,,
SLVOKEOPLJCHCQ-SEYXRHQNSA-N,9932595,SLVOKEOPLJCHCQ-SEYXRHQNSA-N,oleylphosphocholine,,Treatment of leishmaniasis,C0023281,Leishmaniasis,10/25/13,Designated,Not FDA Approved for Orphan Indication,,,,
DUYJMQONPNNFPI-UHFFFAOYSA-N,71496458,DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,Tagrisso,Treatment of epidermal growth factor receptor mutation-positive non-small cell lung cancer,"C1414313,C3539721","EPIDERMAL GROWTH FACTOR RECEPTOR , Non-Small Cell Lung Cancer",9/4/14,Designated/Approved,,"For treatment of patients with metastatic epidermal growth factor receptor (EGFR) T790M mutation-positive non-small cell lung cancer (NSCLC), as detected by an FDA-approved test, who have progressed on or after EGFR TKI therapy", 11/13/2015 , 11/13/2022 ,"For treatment of patients with metastatic epidermal growth factor receptor (EGFR) T790M mutation-positive non-small cell lung cancer (NSCLC), as detected by an FDA-approved test, who have progressed on or after EGFR TKI therapy"
DUYJMQONPNNFPI-UHFFFAOYSA-N,71496458,DUYJMQONPNNFPI-UHFFFAOYSA-N,osimertinib,Tagrisso,Treatment of epidermal growth factor receptor mutation-positive non-small cell lung cancer,"C1414313,C3539721","EPIDERMAL GROWTH FACTOR RECEPTOR , Non-Small Cell Lung Cancer",9/4/14,Designated/Approved,,"TAGRISSO is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R mutations, as detected by an FDA-approved test", 04/18/2018 , 04/18/2025 ,"TAGRISSO is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 L858R mutations, as detected by an FDA-approved test"
QSLJIVKCVHQPLV-PEMPUTJUSA-N,5878,QSLJIVKCVHQPLV-PEMPUTJUSA-N,Oxandrolone,,Treatment of constitutional delay of growth and puberty.,C0342538,Constitutional delay of growth and puberty,10/5/90,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
SWMNGXODFOCPKQ-BTJKTKAUSA-N,154731101,SWMNGXODFOCPKQ-BTJKTKAUSA-N,Pafuramidine maleate,,Treatment of human African trypanosomiasis (sleeping sickness),C0041228,African Trypanosomiasis,8/31/07,Designated,Not FDA Approved for Orphan Indication,,,,
SWMNGXODFOCPKQ-BTJKTKAUSA-N,154731101,SWMNGXODFOCPKQ-BTJKTKAUSA-N,Pafuramidine maleate,,Treatment of human African trypanosomiasis (sleeping sickness),C0041228,African Trypanosomiasis,8/31/07,Designated,Not FDA Approved for Orphan Indication,,,,
SWMNGXODFOCPKQ-BTJKTKAUSA-N,154731101,SWMNGXODFOCPKQ-BTJKTKAUSA-N,Pafuramidine maleate,,Treatment of human African trypanosomiasis (sleeping sickness),C0041228,African Trypanosomiasis,8/31/07,Designated,Not FDA Approved for Orphan Indication,,,,
SWMNGXODFOCPKQ-BTJKTKAUSA-N,154731101,SWMNGXODFOCPKQ-BTJKTKAUSA-N,pafuramidine maleate,,Treatment of pneumocystis jiroveci pneumonia,C1535939,Pneumocystis jiroveci pneumonia,11/17/06,Designated,Not FDA Approved for Orphan Indication,,,,
SWMNGXODFOCPKQ-BTJKTKAUSA-N,154731101,SWMNGXODFOCPKQ-BTJKTKAUSA-N,pafuramidine maleate,,Treatment of pneumocystis jiroveci pneumonia,C1535939,Pneumocystis jiroveci pneumonia,11/17/06,Designated,Not FDA Approved for Orphan Indication,,,,
SWMNGXODFOCPKQ-BTJKTKAUSA-N,154731101,SWMNGXODFOCPKQ-BTJKTKAUSA-N,pafuramidine maleate,,Treatment of pneumocystis jiroveci pneumonia,C1535939,Pneumocystis jiroveci pneumonia,11/17/06,Designated,Not FDA Approved for Orphan Indication,,,,
FPOHNWQLNRZRFC-ZHACJKMWSA-N,6918837,FPOHNWQLNRZRFC-ZHACJKMWSA-N,Panobinostat,,Treatment of cutaneous T-cell lymphoma,C0079773,cutaneous T-cell lymphoma,9/26/07,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
UOZODPSAJZTQNH-LSWIJEOBSA-N,165580,UOZODPSAJZTQNH-LSWIJEOBSA-N,paromomycin,,Treatment of cutaneous leishmaniasis (Old World and New World),C0023283,Cutaneous leishmaniasis,2/11/15,Designated,Not FDA Approved for Orphan Indication,,,,
ZQPDJCIXJHUERQ-QWRGUYRKSA-N,86677874,ZQPDJCIXJHUERQ-QWRGUYRKSA-N,parsaclisib,,Treatment of mantle cell lymphoma,C4721414,Mantle cell lymphoma,6/12/19,Designated,Not FDA Approved for Orphan Indication,,,,
QXRSDHAAWVKZLJ-PVYNADRNSA-N,448013,QXRSDHAAWVKZLJ-PVYNADRNSA-N,Patupilone,,Treatment of ovarian cancer.,C4721610,Ovarian Cancer,10/4/05,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
HCDMJFOHIXMBOV-UHFFFAOYSA-N,86705695,HCDMJFOHIXMBOV-UHFFFAOYSA-N,Pemigatinib,PEMAZYRE,Treatment of cholangiocarcinoma,C0206698,Cholangiocarcinoma,3/12/18,Designated/Approved,,"PEMAZYRE is indicated for the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test", 04/17/2020 , 04/17/2027 ,"For the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test."
NEYNJQRKHLUJRU-DZUOILHNSA-N,9853654,NEYNJQRKHLUJRU-DZUOILHNSA-N,pentagastrin,,To aid in the diagnosis of medullary thyroid carcinoma,C0238462,Medullary thyroid carcinoma,5/29/09,Designated,Not FDA Approved for Orphan Indication,,,,
XDRYMKDFEDOLFX-UHFFFAOYSA-N,4735,XDRYMKDFEDOLFX-UHFFFAOYSA-N,pentamidine,,Treatment of ovarian cancer,C4721610,Ovarian Cancer,8/12/13,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
FPVKHBSQESCIEP-JQCXWYLXSA-N,439693,FPVKHBSQESCIEP-JQCXWYLXSA-N,Pentostatin,,Treatment of cutaneous T-cell lymphoma.,C0079773,cutaneous T-cell lymphoma,3/27/98,Designated,Not FDA Approved for Orphan Indication,,,,
UUBHZHZSIKRVIV-KCXSXWJSSA-N,6437836,UUBHZHZSIKRVIV-KCXSXWJSSA-N,peretinoin,,Treatment of hepatocellular carcinoma,C2239176,HEPATOCELLULAR CARCINOMA,9/23/11,Designated,Not FDA Approved for Orphan Indication,,,,
WTWWXOGTJWMJHI-UHFFFAOYSA-N,9873,WTWWXOGTJWMJHI-UHFFFAOYSA-N,Perflubron,,Treatment of acute respiratory distress disease (ARDS) in adults,"C0012634,C0035222,C0748355","Disease , ARDS , Acute respiratory distress",4/26/01,Designated,Not FDA Approved for Orphan Indication,,,,
DDBREPKUVSBGFI-UHFFFAOYSA-N,4763,DDBREPKUVSBGFI-UHFFFAOYSA-N,phenobarbital,,Treatment of neonatal seizures,C0159020,Neonatal seizures,10/25/17,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
IEJSCSAMMLUINT-NRFANRHFSA-N,135430970,IEJSCSAMMLUINT-NRFANRHFSA-N,Plevitrexed,,Treatment of gastric (stomach cancer,C0024623,stomach cancer,5/29/07,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
CPKVUHPKYQGHMW-UHFFFAOYSA-N,410087,CPKVUHPKYQGHMW-UHFFFAOYSA-N,povidone iodine,,Treatment of Endophthalmitis,C0014236,Endophthalmitis,11/30/18,Designated,Not FDA Approved for Orphan Indication,,,,
